	description	type	site	secteur	nbemploye	fondation	specialisation
727	"Un SIRH à la couverture fonctionnelle étendue !
HRMAPS est un SIRH souple, complet et modulaire destiné à simplifier la gestion des talents et des ressources humaines au service de la réussite collective de l'entreprise. La solution accompagne les organisations dans la centralisation de leurs données et la digitalisation de leurs fonctions RH et couvre tous les besoins RH de l’entreprise, de la gestion administrative des collaborateurs jusqu’au management des talents.

La simplicité d'un outil ergonomique et intuitif !
HRMAPS est un SIRH RGPD ready, disponible en mode SaaS, simple d’utilisation et offre un niveau de personnalisation élevée."	"32 sur LinkedIn
Inclut des membres avec HRMAPS comme employeur actuel, y compris les postes à temps partiel."	http://www.hrmaps.fr/	"+33 (0)4 28 29 06 75
Le numéro de téléphone est le +33 (0)4 28 29 06 75"	Logiciels informatiques	Société de personnes (associés)	2013
728	SMART provides small and large businesses, government agencies and non-profits with solutions for growth, efficiency and public awareness. The SMARTV division produces FOCUS ON SUCCESS a TV News Magazine that features businesses and professions who provide quality services and products to Wash DC viewers. SMART also provides website and portal design, video production and streaming on the web, promotion in all media disciplines (including broadcast television) and public relations. SMART furthwer provides onsite facilities management. continuity of operations and emergency preparedness.	Annandale, VA	http://www.SMARTEK.com	Technologies et services de l’information	11-50 employés	Société civile/Société commerciale/Autres types de sociétés	1989
729	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731	"We provide high-end computer Science Education with a unique learning experience that leaves lasting impressions and positively impact our students’ lives. 
In less than a year, GoMyCode helped over 1000 students develop their technology product, launch their own startups or find a job in technology.
Our latest initiative #1000Coders : https://gomycode.tn/1000. "	"127 sur LinkedIn
Inclut des membres avec Go My Code comme employeur actuel, y compris les postes à temps partiel."	https://gomycode.tn/	"00216 31 314 570
Le numéro de téléphone est le 00216 31 314 570"	Enseignement supérieur	Tunis, les berges du lac1	Établissement éducatif
732	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734	"Adler Marketing Services helps companies who want to expand internationally design and implement innovative marketing strategies that create a powerful bridge with their international partners and customers.
We offer multilingual support in English, Hebrew, Dutch, German and French

Our services include:
* Channel marketing - market research, communication & engagement with channel partners, planning, managing and executing joint marketing activities including, creating channel partner programs, lead generation, brand awareness

* International event/exhibition planning - planning and management, promotion, onsite support, invitation letters, lead generation

* Marketing communications - market research, market planning, brand awareness, logistics, website maintenance, creating content for brochures, newsletters, mailers, presentations, datasheets, etc.

* Online marketing and social media (e.g. blogs, LinkedIn, Facebook, Twitter etc.)"	Société civile/Société commerciale/Autres types de sociétés	http://www.adlermarketingservices.com/	Marketing et publicité	2-10 employés	2015	Marketing Communications, Event management, Channel Marketing, Blogging, Marketing writing, Datasheets, Brochures, Presentations, Social Media, Channel partners, Joint marketing activities, Lead generation, Marketing planning, Exhibitions et Seminars
735	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736	"La Faculté des Sciences de Tunis (de son vrai nom la Faculté des Sciences Mathématiques, Physiques et Naturelles) a été fondée en 1960 dans les locaux de l'Institut des Hautes Etudes de Tunis, qui dépendait de l'Université de Paris, depuis sa création en 1945.

Ces locaux comprenaient un bâtiment principal situé à l'angle des rues souk-Ahras et de Rome (une école italienne auparavant), une annexe (ancien bâtiment de Radio-Tunis) située à la Place de l'Ecole Israélite (actuellement Place Ali Zouaoui) et une autre située au 1 avenue de France (ancien mess de l'armée française).
Ces locaux se trouvaient en plein centre-ville de Tunis, à proximité de la gare SNCFT de Tunis, du terminus de la ligne T.G.M., des stations d'autobus et du tramway, du Marché Central, de l'entrée de la Médina (par la Porte de France) et des centres culturels de Tunis (Théâtre Municipal, Maison de la Culture , salles de cinémas, Bibliothèque Nationale de Souk-El Attarine,…).

C'est par le décret n°98 du 31 mars 1960 qu'a été fondée la Faculté des Sciences de Tunis (FST), le premier noyau de l'enseignement supérieur scientifique de la Tunisie indépendante.

En 1968, la FST a commencé un transfert progressif, qui a duré jusqu'en 1972, vers ses locaux actuels, sis au campus universitaire du Belvédère (actuellement d'El Manar). Ses anciens locaux ont été cédés aux journaux « El Amal et L'Action », organes du Parti Socialiste Destourien, au C.N.U.D.E.S.T, au Centre de Documentation, etc.…

Lire la suite : http://www.fst.rnu.tn/fr/historique.php"	EL MANAR, Tunis	http://www.fst.rnu.tn/	Enseignement supérieur	1 001-5 000 employés	Établissement éducatif	1960
737	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739	"Proposant des solutions sur mesure et des prestations en régie, SWIB est spécialisée dans la réalisation de projets informatiques en Tunisie et à l’étranger.

Conseil en informatique, mise en place d’un système d’information performant, développement mobile, développement applicatif sont autant de domaines de compétences où SWIB vous apporte son expertise.

Notre équipe d’ingénieurs, consultants informatiques et chefs de projet met ses compétences à votre service pour le développement de logiciels spécifiques, la réalisation d’applications complexes et innovantes. Nous intervenons également dans la création de sites Web."	Société de personnes (associés)	http://www.swibinfo.com	Logiciels informatiques	11-50 employés	2006	Développement Web, Développement Logiciels, Développement Mobile et Consulting
740	"L2M World est un cabinet international de consulting et de formation en lean manufacturing and managaement. 
Notre bureau offre des formations de haut niveau animées par des experts.Et nous offrons aussi notre assistance technique aux entreprises qui vont mettre en place la démarche lean.
  
Présent en Tunisie, Maroc, France et Gabon, L2M compte ancrer la notion du lean partout dans le monde. Donc où vous soyez n'hésitez pas à nous contacter.

sadok.agili@gmail.com
+216 22 788 642 "	Nabeul, Nabeul	http://www.l2mworld.com/	Conseil en management	11-50 employés	Entreprise individuelle	2010
741	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744	IMDTEC is a leading global consulting firm. Our high quality vision and services help build confidence in the Industries and economies of the world. We develop outstanding leaders who work as a team to fulfill our promises to all our stakeholders. By doing so, we play a crucial role in building a better world for our individuals, our customers and our communities.	"4 sur LinkedIn
Inclut des membres avec IMDTEC comme employeur actuel, y compris les postes à temps partiel."	http://www.imdtec.org	"+33481918585
Le numéro de téléphone est le +33481918585"	Conseil en management	Lyon, Rhône	Société civile/Société commerciale/Autres types de sociétés
745	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746	"Dauphine is unique in the world of French universities.

Dauphine is specialized in the Organization and Decision Sciences. Our mission is to educate future generations of executives, entrepreneurs, leaders and scholars to be both experts in their fields and socially responsible, cultured, open-minded members of the community.

We choose only the best candidates and they choose Dauphine. 

Our faculty is internationally esteemed and award-winning. 

We are respected for our academic excellence and recognized for the quality of our research in the organization and decision sciences.

Our close ties to the business world ensure that Dauphine students are prepared for their professional future and that our programs and curriculum keep pace with an ever-evolving economic landscape.
Dauphine is international and socially responsible

In 2009, Dauphine became the first French university to obtain the EQUIS accreditation from the European Foundation for Management Development, in recognition of our academic excellence and committed global perspective.

Equal opportunity and diversity are a top priority for recruiting students, faculty and staff. 
We distinguish ourselves through our:

    Demanding admissions standards
    Proven and innovative teaching methods
    Rich and diversified curriculum
    Broad and coherent range of academic disciplines
    Close ties between teaching and research
    Programs designed with the real-world in mind
    Faculty that includes both academics and practicing professionals"	"2 248 sur LinkedIn
Inclut des membres avec Université Paris Dauphine comme employeur actuel, y compris les postes à temps partiel."	http://www.dauphine.psl.eu	"(+33)1 44 05 44 05
Le numéro de téléphone est le (+33)1 44 05 44 05"	Enseignement supérieur	Paris, île-de-france	Établissement éducatif
747	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754	0.0	0.0	0.0	11-50 employés	"255 sur LinkedIn
Inclut des membres avec RFC comme employeur actuel, y compris les postes à temps partiel."	0.0	0.0
